,h2,ch4,c2h6,c2h4,c2h2,act
558,55.0,159.0,114.0,493.0,0.0001,6
559,1550.0,2740.0,816.0,5450.0,184.0,6
560,78.0,161.0,86.0,353.0,10.0,6
561,33.0,79.0,30.0,215.0,5.0,6
562,170.0,320.0,53.0,520.0,3.2,6
563,10.0,4.0,1.0,87.0,0.0001,6
564,2500.0,10500.0,4790.0,13500.0,6.0,6
565,56.0,286.0,96.0,928.0,7.0,6
566,53.0,189.0,25.0,295.0,5.0,6
567,0.0001,10.0,17.0,68.0,5.0,6
568,150.0,22.0,9.0,60.0,11.0,6
569,99.0,288.0,73.0,386.0,0.0001,6
570,27.0,51.0,0.0001,153.0,0.0001,6
571,480.0,1075.0,298.0,1132.0,0.0001,6
572,376.0,575.0,146.0,1092.0,0.0001,6
573,100.0,200.0,110.0,670.0,11.0,6
574,231.0,3997.0,1726.0,5584.0,0.0001,6
575,12.0,270.0,0.0001,275.0,0.0001,6
576,8.47,28.22,8.73,52.89,1.66,6
577,1860.0,4980.0,0.0001,10700.0,1600.0,6
578,28.0,62.0,16.0,76.0,0.0001,6
579,22.4,22.4,2.69,13.44,1.57,6
580,191.0,1359.0,166.0,1494.0,2.0,6
581,50.0,100.0,51.0,305.0,9.0,6
582,3420.0,7870.0,1500.0,6990.0,33.0,6
583,65.0,61.0,16.0,143.0,3.0,6
584,16.0,87.0,75.0,395.0,30.0,6
585,1374.0,2648.0,628.0,5376.0,298.0,6
586,135.88,362.42,125.22,826.65,3.74,6
587,34.0,174.0,52.0,361.0,0.0001,6
588,3675.0,6392.0,2500.0,7691.0,5.0,6
589,3930.0,2397.0,157.0,0.0,0.0,1
590,37800.0,1740.0,249.0,8.0,8.0,1
591,92600.0,10200.0,0.0,0.0,0.0,1
592,8266.0,1061.0,22.0,0.0,0.0,1
593,33046.0,619.0,58.0,2.0,0.0,1
594,40280.0,1069.0,1060.0,1.0,1.0,1
595,26788.0,18342.0,2111.0,27.0,0.0,1
596,78.0,20.0,11.0,13.0,28.0,2
597,305.0,100.0,33.0,161.0,541.0,2
598,35.0,6.0,3.0,26.0,482.0,2
599,543.0,120.0,41.0,411.0,1880.0,2
600,1230.0,163.0,27.0,233.0,692.0,2
601,645.0,86.0,13.0,110.0,317.0,2
602,60.0,10.0,4.0,4.0,4.0,2
603,95.0,10.0,0.0,11.0,39.0,2
604,6870.0,1028.0,79.0,900.0,5500.0,2
605,10092.0,5399.0,530.0,6500.0,37565.0,2
606,650.0,81.0,170.0,51.0,270.0,2
607,210.0,22.0,6.0,6.0,7.0,2
608,385.0,60.0,8.0,53.0,159.0,2
609,4230.0,690.0,5.0,196.0,1180.0,2
610,7600.0,1230.0,318.0,836.0,1560.0,2
611,595.0,80.0,9.0,89.0,244.0,2
612,120.0,25.0,1.0,8.0,40.0,2
613,8.0,0.0,0.0,43.0,101.0,2
614,6454.0,2313.0,121.0,2159.0,6432.0,2
615,2177.0,1049.0,207.0,440.0,705.0,2
616,1790.0,580.0,321.0,336.0,619.0,2
617,1330.0,10.0,20.0,66.0,182.0,2
618,4.0,1.0,2.0,7.0,52.0,2
619,1900.0,285.0,31.0,957.0,7730.0,2
620,57.0,24.0,2.0,27.0,30.0,2
621,1000.0,500.0,1.0,400.0,500.0,2
622,440.0,89.0,19.0,304.0,757.0,3
623,210.0,43.0,12.0,102.0,187.0,3
624,2850.0,1115.0,138.0,1987.0,3675.0,3
625,7020.0,1850.0,0.0,2960.0,4410.0,3
626,545.0,130.0,16.0,153.0,239.0,3
627,7150.0,1440.0,97.0,1210.0,1760.0,3
628,620.0,325.0,38.0,181.0,244.0,3
629,120.0,31.0,0.0,66.0,94.0,3
630,755.0,229.0,32.0,404.0,460.0,3
631,5100.0,1430.0,0.0,1140.0,1010.0,3
632,13500.0,6110.0,212.0,4510.0,4040.0,3
633,1570.0,1110.0,175.0,1780.0,1830.0,3
634,3090.0,5020.0,323.0,3800.0,2540.0,3
635,1820.0,405.0,35.0,365.0,634.0,3
636,535.0,160.0,16.0,305.0,680.0,3
637,13.0,3.0,1.0,3.0,6.0,3
638,137.0,67.0,7.0,53.0,104.0,3
639,1084.0,188.0,8.0,166.0,769.0,3
640,34.0,21.0,4.0,49.0,56.0,3
641,7940.0,2000.0,355.0,3120.0,5390.0,3
642,150.0,130.0,9.0,55.0,30.0,3
643,8200.0,3790.0,250.0,4620.0,5830.0,3
644,260.0,215.0,35.0,334.0,277.0,3
645,75.0,15.0,7.0,14.0,26.0,3
646,530.0,345.0,85.0,266.0,250.0,3
647,60.0,5.0,2.0,21.0,21.0,3
648,90.0,28.0,8.0,31.0,32.0,3
649,220.0,77.0,22.0,170.0,240.0,3
650,5900.0,1500.0,68.0,1200.0,2300.0,3
651,420.0,250.0,41.0,530.0,800.0,3
652,2800.0,2800.0,234.0,3500.0,3600.0,3
653,99.0,170.0,20.0,200.0,190.0,3
654,310.0,230.0,54.0,610.0,760.0,3
655,800.0,160.0,23.0,260.0,600.0,3
656,1500.0,395.0,28.0,395.0,323.0,3
657,20000.0,13000.0,1850.0,29000.0,57000.0,3
658,305.0,85.0,25.0,197.0,130.0,3
659,1900.0,530.0,35.0,383.0,434.0,3
660,110.0,62.0,90.0,140.0,250.0,3
661,3700.0,1690.0,128.0,2810.0,3270.0,3
662,2770.0,660.0,54.0,712.0,763.0,3
663,245.0,120.0,18.0,131.0,167.0,3
664,1170.0,255.0,18.0,312.0,325.0,3
665,4419.0,3564.0,668.0,2861.0,2025.0,3
666,810.0,280.0,111.0,570.0,490.0,3
667,5000.0,1200.0,83.0,1000.0,1100.0,3
668,10000.0,6730.0,345.0,7330.0,10400.0,3
669,1570.0,735.0,87.0,1330.0,1740.0,3
670,8800.0,64064.0,72128.0,95650.0,0.0,6
671,6709.0,10500.0,1400.0,17700.0,750.0,6
672,1100.0,1600.0,221.0,2010.0,26.0,6
673,290.0,966.0,299.0,1810.0,57.0,6
674,1860.0,4980.0,0.0,10700.0,1600.0,6
675,860.0,1670.0,30.0,2050.0,40.0,6
676,400.0,940.0,210.0,820.0,24.0,6
677,6.0,2990.0,29990.0,26076.0,67.0,6
678,290.0,1260.0,231.0,820.0,8.0,6
679,3910.0,4290.0,626.0,6040.0,1230.0,6
680,12705.0,23498.0,6047.0,34257.0,5188.0,6
681,300.0,700.0,280.0,1700.0,36.0,6
682,107.0,143.0,34.0,222.0,2.0,6
683,54.54,71.93,9.72,97.37,6.58,6
684,116.17,180.83,52.48,278.18,5.36,6
685,5760.0,540.0,40.5,1000.0,2760.0,3
686,50.18,171.12,74.7,148.69,0.0,5
687,20.0,80.2,24.6,68.6,0.0,5
688,28.97,10.94,1.64,6.96,4.36,6
689,15.9,55.98,22.33,137.25,0.21,6
690,47.6,19.1,4.21,27.0,0.72,4
691,40.0,102.6,32.3,183.3,0.2,3
692,50.35,65.58,21.05,99.13,0.96,6
693,2.369,119.69,21.891,20.15,0.0,4
694,120.45,210.91,35.7,285.39,15.86,6
695,87.17,17.26,3.94,12.87,32.81,2
696,5.48,48.82,96.81,489.57,0.3,6
697,605.0,1586.0,655.0,1901.0,2.3,6
698,1.96,2.1,0.5,0.67,1.59,2
699,462.0,212.4,31.6,0.0,0.0,1
700,25.4,54.97,8.72,77.84,10.47,6
701,131.7,116.55,19.4,183.97,0.32,6
702,7911.85,947.43,96.93,907.19,4844.48,2
703,21.0,2.01,0.46,1.48,5.61,2
704,676.74,969.55,570.57,2483.26,17.48,6
705,7238.97,695.16,231.6,2394.3,2308.92,3
706,101.5,24.45,8.97,128.37,0.0,6
707,73.8,148.0,38.9,181.0,1.76,6
708,34.76,5.52,2.09,4.97,10.36,2
709,18.19,21.99,6.58,46.92,3.97,6
710,1.6,1.0,0.1,0.9,1.6,2
711,22400.0,22400.0,2690.0,13440.0,1570.0,6
712,670.0,224.0,45.0,67.0,2.0,5
713,224.0,4.5,2.0,0.0,0.0,4
714,900.0,9180.0,0.0,900.0,22.0,4
715,0.0,224.0,0.0,45.0,0.0,4
716,470.0,4637.0,1300.0,448.0,0.0,4
717,65.0,20.0,10.0,5.0,0.0,4
718,53.0,39.0,3.0,4.5,0.0,4
719,219.0,44.0,3.0,3.0,0.0,4
720,37.0,47.0,10.0,5.5,0.0,4
721,34.0,30.0,34.0,2.5,0.0,4
722,14.0,62.0,16.0,3.0,0.0,4
723,65.0,34.0,16.0,112.0,0.0,6
724,0.7,1.5,0.3,1.8,0.0,5
725,0.0,0.2,0.1,0.13,0.0,5
726,48.0,40.0,11.0,0.5,0.0,4
727,130.0,140.0,24.0,120.0,0.0,4
728,86.0,8.0,2.5,2.5,0.0,4
729,6.0,3.0,0.8,0.7,0.0,4
730,50.0,3.0,1.0,0.0,0.0,4
731,55.0,22.0,0.5,2.6,0.0,4
732,78.0,66.0,62.0,2.6,0.0,4
733,1600.0,3600.0,670.0,14.0,0.0,1
734,88.0,9.0,0.0,0.03,0.0,1
735,2240.0,168.0,25.0,0.0,0.0,1
736,1950.0,123.0,38.0,2.0,2.0,1
737,73.0,8.0,4.0,2.0,12.0,2
738,5000.0,4000.0,2000.0,2000.0,8000.0,2
739,24.3,15.7,6.4,11.2,29.8,2
740,2240.0,360.0,25.0,169.0,828.0,2
741,4480.0,560.0,380.0,403.0,896.0,2
742,2240.0,560.0,380.0,450.0,940.0,2
743,200.0,230.0,2.0,170.0,480.0,2
744,60.0,5.0,1.0,6.0,29.0,2
745,890.0,110.0,3.0,84.0,700.0,2
746,41.0,112.0,0.0,254.0,4536.0,2
747,16000.0,4000.0,500.0,8500.0,16000.0,3
748,21.0,75.0,24.0,126.0,0.0,6
749,111.0,559.0,243.0,707.0,0.0,5
750,23.0,59.9,18.6,56.9,0.1,5
751,740.0,2227.0,567.0,4258.0,42.0,6
752,388.0,860.0,230.0,1833.0,18.3,6
753,84.0,126.0,28.9,132.2,0.37,5
754,362.0,533.0,91.0,553.0,10.0,5
755,103.0,221.7,47.2,422.0,0.9,6
756,1769.7,554.2,145.2,1066.7,885.7,3
757,38.0,3.7,0.0,4.1,19.4,2
758,700.0,137.4,14.9,194.8,936.6,2
759,253.0,21.5,5.9,16.1,72.4,2
760,131.0,32.0,7.3,18.8,38.7,2
761,116.0,20.0,7.0,27.0,54.0,2
762,70.0,3.8,0.6,3.2,31.1,2
763,34.0,18.9,3.7,9.4,5.6,2
764,390.0,62.6,12.8,65.3,133.6,3
765,1270.0,3450.0,520.0,1390.0,8.0,5
766,3420.0,7870.0,1500.0,6990.0,33.0,5
767,360.0,610.0,259.0,260.0,9.0,5
768,1.0,27.0,49.0,4.0,1.0,5
769,3675.0,6392.0,2500.0,7691.0,5.0,5
770,48.0,610.0,29.0,10.0,0.0,5
771,12.0,18.0,4.0,4.0,0.0,5
772,66.0,60.0,2.0,7.0,0.0,5
773,1450.0,940.0,211.0,322.0,61.0,5
774,0.0,18900.0,410.0,540.0,330.0,5
775,960.0,4000.0,1290.0,1560.0,6.0,5
776,24700.0,61000.0,26300.0,42100.0,1560.0,5
777,14.0,44.0,124.0,7.0,1.0,5
778,2031.0,149.0,20.0,3.0,0.0,5
779,480.0,1075.0,298.0,1132.0,0.0,5
780,40000.0,400.0,70.0,600.0,6.0,5
781,114.3135892526882,19.686410747311793,32.56532628091357,0.985259099784838,3.0148080604838445,1
782,115.20096629231556,20.161536650546452,59.31925521762288,0.0001,3.5807788060650947,1
783,1456.8339319815555,53.96044354912151,43.45287456068872,35.04364383934056,0.0001,1
784,114.11806174338815,10.513896764312186,5.881984784445884,4.812541465061911,0.0001,1
785,184.25759221430764,110.28618574525505,2.5707356914046775,108.32578834667984,1248.904259399199,1
786,247.66251675175843,10.347961410268747,2.9655701705442343,6.756327437241048,0.0001,1
787,87631.50095620993,9432.965293604671,22.57593512871939,0.7254192609564994,0.7254192609564994,1
788,2253.5968646931265,60.810706220965976,8.197805629640003,5.954309014428308,0.4879803531706326,1
789,6251.717521079301,35.640630348771936,0.25695379656730477,21.833751548108495,61.64808073249992,1
790,33919.357878336676,2263.5281055303494,175.69012829712,1.6253082322188068,1.6253082322188068,1
791,165.83391040691058,13.99162290999144,6.070479161531877,1.921143748459563,1.6140958323063754,1
792,183.7914715317379,5.208528468262111,0.26389746152823823,3.680907162821244,0.0001,1
793,108.15264859327539,12.610594373101577,0.564972692769513,0.2825222238613111,0.0001,1
794,29.84655543335064,4.8711638858337665,7.570641822477933,1.5031450532346744,0.0001,1
795,104.36394604355307,5.341564244286483,1.3456111385003569,1.654421582578772,0.0001,1
796,109.2129795624513,7.21297956245129,1.5410258695038332,0.7705244096789254,0.0001,1
797,3385.6497393711547,35.962638093628605,86.36968254222607,5.508097033191783,3.1221715832850903,1
798,2240.0,157.0,90.0,56.05021578914102,45.0,1
799,375.932805672404,670.3202401305512,581.3608860031038,0.5345788467552547,0.5345788467552547,1
800,7724.819511007076,1041.1848680500789,27.197411658995676,0.6497439735515909,6.171993861234498,1
801,7313.116329825319,11.497991255629941,200.1606359090114,0.0001,0.0001,1
802,191.4202508042636,9.296250934245567,6.803500861130696,1.314045444964864,0.0001,1
803,198.2567199727045,42.92074479934949,27.608546186189628,14.62439722631973,1.0079919225477152,1
804,38685.4849935933,1500.4191811689095,538.5678749210349,5.500647195502782,5.500647195502782,1
805,1404.1999793629016,50.523505860847834,1198.535335151474,2.1665076766478344,0.0001,1
806,8391.078634198693,1053.3136034849965,26.425501023789856,0.698763319545767,0.8152238728033948,1
807,1084.3547124627896,96.03985691596954,7.9084277186441145,68.6692862228269,222.71700539299064,1
808,238.03298782067753,15.606834912134396,0.0001,33.03585955390569,0.0001,1
809,108.50899433360394,4.2516404040279845,10.324873346276236,8.631745750202949,0.0001,1
810,47.31432615083064,5.7065596971788075,0.7739008969027816,0.0001,0.0001,1
811,8021.026619712879,675.5163625511973,112.11783509060749,3.6782789832901015e-05,3.6782789832901015e-05,1
812,134.67337909284953,7.218194151475291,0.4681861088134537,0.015126477763167816,0.015126477763167816,1
813,196.39067032825804,13.384840163049905,9.369680326099811,8.020405578228477,0.0001,1
814,71.84849794184562,7.808082990307604,3.453420356396055,1.692948137852941,10.157612060313769,1
815,2195.1559480793167,161.04144021920433,27.01025060334097,0.3093538601247392,0.3093538601247392,1
816,92600.0,10200.0,0.3680422802599057,0.7360213584276282,0.0001,1
817,114.38626125121009,19.613738748789913,31.711430298281478,1.039761281876285,2.9603040615924345,1
818,221.18819717390105,30.759903856739616,23.790032402184117,9.149710506926873,1.4387524726202314,1
819,196.3240611981226,13.536224549721382,9.672449099442764,7.257428269404234,0.0001,1
820,6593.3053774865475,88.03083215828951,1.6914379548379053,0.0001,0.0001,1
821,92600.0,10200.0,8.250521291938365e-05,8.250521291938365e-05,8.250521291938365e-05,1
822,167.42920610906862,6.641357468389408,2.014427621214206,0.7106707261120517,0.6437187919204933,1
823,109.58042757594559,4.943194810911594,10.274465530068005,8.564679318040803,0.07264619164850017,1
824,2240.0,157.0,90.0,127.06780768288722,45.0,1
825,107.75015292688268,6.068362549952257,1.8408951884652112,1.318209623069578,0.15918890105363548,1
826,2240.0,167.3427059738402,28.884010154580608,9.381378373371632,2.6889301070173417,1
827,75.35281949573077,7.735281949573077,0.24732264097237608,0.013193302352104443,5.620969113008547e-05,1
828,281.88554241000224,37.45783035999108,4.0654840101198975,0.6337125440655247,0.0001,1
829,33025.10962288633,939.199056104336,75.828856329769,1.6398390931928788,1.8008945787645447e-05,1
830,168.97313326331485,23.897140708019197,26.457110620287956,1.8891334599964784,1.416863288243065,1
831,162.15707130192786,23.369806030477815,38.320244058172676,2.1571353507395044,0.0001,1
832,196.9557055502372,11.96375908655771,6.577450098302575,14.939598880273,0.0001,1
833,239.5346799789299,115.51315761043148,17.90862843068866,2.8506163164777614,0.0001,1
834,21.683022319591643,3715.1098024195853,1052.7400930451208,585.5201690132405,2302.196119614254,1
835,454.9095036534876,188.62749952187485,29.45995928450717,2.7072804232138203,1.2891811539113429e-05,1
836,1919.4372909514043,26.621669539822793,2.9676104984655667,0.4452139627871566,0.0001,1
837,92600.0,10200.0,0.8642157456622992,1.7284314913245984,8.642157456622993e-05,1
838,96.59590045386788,4.638549969181811,1.6377680174823184,0.7678232312054937,0.0001,1
839,195.3135746288053,10.620197423567966,5.741456174664512,12.700344370419682,0.0001,1
840,185.95223258361284,2.9774983005523854,0.9928951765140673,0.0018428150561445866,0.0001,1
841,85.1013735135693,8.04321919111989,2.2712755743955055,2.4321919111989034,6.813740284804276,1
842,2230.401013056817,57.234066494011934,8.44073439275454,6.270975930964951,0.5219032966046204,1
843,898.2988337966818,116.354646582373,29.930642278595784,18.376049493437964,56.34949759416368,1
844,106.96791880364344,4.0,4.903756410930322,3.5811168097158417,0.0001,1
845,37719.98759637549,1721.1329607776456,245.78536619851053,7.899016739220226,7.865355652293634,1
846,267.453390680571,9.702606825633556,1.545811596166301,3.5360080599114423,0.0001,1
847,119.32537605270109,17.141387703437747,0.6747178143539377,0.5520589148450444,0.0001,1
848,781.796447135664,40.916728373680726,107.93777093976945,26.107058282511932,5.981552469185601,1
849,139.62283483521387,6.010522924278805,0.6693585677930282,0.4070750842716422,0.14729314851886216,1
850,2240.0,506.29438490122993,331.36353734677715,388.3481596329464,811.2161407594838,1
851,208.11019012024687,9.482305739799648,8.68831610999493,0.954807959305841,1.2060601197631917,1
852,83.57760887395322,8.705173924930214,1.1793043002791395,0.6108073678874762,3.5379129008374184,1
853,8871.335899916376,1023.8005871559769,43.41784375867998,3.381808441255368,3.945435908589052,1
854,38391.15855952363,1580.0534703869537,442.3183837797028,6.331407291667176,6.331407291667176,1
855,2240.0,163.54149216571997,51.34572811165478,63.63512583010753,18.239409699256214,1
856,159.55727257424135,3250.063868054658,418.36145779531216,9.728178140768492,7.272355141666639,1
857,2038.458207662713,149.2854816330225,22.497964288946918,4.498778573368156,1.6059306172311807,1
858,81430.3779372076,8250.65330551687,227.08237317463986,1.7865133397784327,0.2135653115555452,1
859,3548.1840983141033,560.0,380.0,422.5514943657309,914.3035266402587,1
860,96.61841881241077,6.605994774330343,0.957602090267863,0.49443701377991356,4.7880104513393154e-05,1
861,49.98424911081449,3900.387882885856,1668.7897105954708,1505.4258385282747,6007.7576826201475,1
862,947.7977626605997,110.40627744851163,22.707622616049836,33.034530573310626,104.99865943895846,1
863,74517.16147411527,7408.379307865241,82.8347436937849,3.9798728313012477,2.6398974438544753,1
864,5967.245421671666,75.91826728077369,0.6181701467929116,52.53865850181524,148.34432153786835,1
865,1589.9496415220046,42.143235692101875,13.20966871573675,49.91161528423165,0.8006423190555705,1
866,163.96543594174082,22.25464783592649,38.169547004854934,3.9654698511417954,0.0001,1
867,926.847879102931,61.44077279815947,57.86048810171937,43.7797379362849,135.29409718885876,1
868,1503.4650609213516,104.66721616571358,67.51109686050256,28.175840280505003,1.1372657173585117,1
869,62.12021871932737,6.556078123240095,0.5020550005631697,0.0001,0.0001,1
870,34847.27755771522,2050.5857691638344,392.55124280501315,0.2609280040761159,0.2609280040761159,1
871,531.5734073329118,48.85954621992105,69.73653438989236,3.1780445324910302,8.589309547273055e-05,1
872,32985.146618389896,1551.7354526101021,109.93521361552311,0.9508562251547001,0.0001,1
873,494.46634045793076,3600.0,670.0,14.0,6.927336672360858e-05,1
874,30.04031787965397,3769.8220483119735,1234.6583106373123,857.1664698689488,3396.4410237839593,1
875,107.08724422071258,4.0,5.261732662137729,3.899317921900203,0.0001,1
876,43.99307800527346,5.712607292019073,8.465877243208539,1.7712076773963157,0.0001,1
877,160.2751326012043,24.53033489592402,38.47707228323298,0.2752280156609359,0.0001,1
878,177.38719968750073,10.952470863969953,12.54632650558479,5.330164724264663,0.0001,1
879,862.4285579586642,115.90928541654591,40.83628583338164,3.418142916690817,1.7163855980910034,1
880,36917.30006149363,1531.858091908784,213.53603528508273,6.885948752410976,6.5145983365479685,1
881,830.2803045147734,39.539916539286494,101.10112445786825,8.20029560700372,0.0001,1
882,234.90851867836278,17.912492658128738,10.753373893450068,14.711233750526835,48.34373482947555,1
883,167.60360232873663,6.562515321310722,1.9912918925042922,0.7038788925211443,0.6353553012708032,1
884,116.9223676049653,14.08301331541039,3.077704416558375,2.518134890188431,0.0001,1
885,537.4282450820125,23.248841619548926,71.48495722163081,3.920948901920195,0.0001,1
886,197.68629222923192,14.557998308955348,8.37188175547151,15.311951013287237,0.0001,1
887,758.290335524614,50.29642970222777,102.03250228060674,4.201117265895856,0.666056236343902,1
888,184.09895951717647,6.724120612093018,0.9883031397903298,4.778504283359783,0.0001,1
889,107.46722411152534,9.868896446101363,1.0218994997868238,0.510974203628604,0.0001,1
890,107.27542763780866,4.0,5.826282913425988,4.401140367489767,0.0001,1
891,7929.072048453761,1048.6635023743574,25.23580265590625,0.40447533198828145,3.8425156538886736,1
892,1984.0907013239741,133.9426942521399,30.424288594672394,2.420872855851534,1.1582963755825177,1
893,176.09332468688964,7.201160924019192,0.9009406639912934,3.7988390759808084,0.30036020198169744,1
894,215.0815692924077,194.692821540128,10.452968295531264,112.79555932364352,743.3627246285455,1
895,4346.393553378263,1006.2455317165997,325.82865891518685,305.10291274807315,678.3429524125894,1
896,34.07117179198648,5.92882820801352,1.4687544227357954,0.9723227146664136,2.586921281867487,1
897,189.18670590526483,6.47215490238736,3.520159120304388,7.834024016642884,0.0001,1
898,1292.0033882153803,5104.896114991839,839.0298148405983,5553.990362732862,31349.716683154904,2
899,43.44847442306097,12.587894206578,15.261293448193559,43.11408245903351,36.28199321965805,2
900,599.3959784233858,84.17617950221651,11.39192943625404,84.15149438597155,220.05484694085146,2
901,21.532579051923612,8.708470315071295,9.124870122098436,13.145240635824587,33.12011433435568,2
902,17.859274787592636,1.2099427900500466,0.0001,25.91854957518527,72.38016550746892,2
903,125.05431792298893,978.8870924402249,167.5492832114915,392.3466589287323,797.7677746264433,2
904,67.31685515087624,10.853484120700989,2.463371030175247,6.487790343391749,33.390113090525745,2
905,128.8761045147772,24.513245881447702,1.0,6.3106768826714355,35.99143667074578,2
906,13.854196888428088,4.158298167120641,3.8267918372023577,4.753123763887182,6.905940920762678,2
907,57.72187616338453,29.978305546377726,10.652650706290764,60.436928178308435,497.05021305570517,2
908,301.2416640321364,100.0,33.0,161.0,541.0,2
909,58.724647823606965,10.143920444785254,1.5101408705572152,5.787441303934494,29.467629131344115,2
910,9461.811059795178,332.671871867707,74.69574458014078,31.92978721080172,31.00936170522644,2
911,6752.68597056243,1390.3762688155712,90.84420489513928,1255.044141975723,5762.82854672071,2
912,130.91494355815257,74.54672686046794,10.363318284883013,90.09065462790642,236.91074491860834,2
913,750.3077791288446,96.31586407792763,8.701723300863488,98.82448058224506,481.62399757692845,2
914,152.91284115663703,73.34020984642336,26.82546676300661,257.4716454720705,276.6079500453336,2
915,2786.79100747077,19.51490423343647,3.3582455241291456,11.559700249025674,33.40299750974325,2
916,81.73468974520893,17.143879978122786,3.9667969281255107,10.248367198387541,35.12793428285667,2
917,2170.604725088974,308.9250776654848,28.85529305061256,155.62984370047565,726.682898629902,2
918,3307.946911261977,188.1522045849012,119.07865762617831,130.21859660918642,291.1368881334133,2
919,2029.619832649338,870.3919935724534,250.41431286298572,400.3939601951709,672.2488516998528,2
920,93.64741805065405,9.664559676562206,0.03246196678430271,10.577994431804065,38.57258410400668,2
921,39.11265381818434,26.64789103030261,5.7042179393947805,28.070474424236533,109.67592290910605,2
922,125.57820012943884,6.334478760516905,10.778553647257922,14.464692576045316,18.282818592246418,2
923,629.408311221229,111.62883843010479,27.129967955761202,52.9928879026186,65.3891223325833,2
924,7349.409348648011,868.0357258249041,319.6706043423466,557.565942942234,1035.9871046172843,2
925,22.99852596850858,5.924516001240736,1.252904828033213,17.850481951510297,46.274085958506824,2
926,70.9051866025215,5.633002870106033,1.7767425832779455,4.308853588088834,30.749240191522922,2
927,48.556065936451404,60.0,11.06760745628824,73.45071637525494,189.16480665350105,2
928,69.71457332848694,20.010812791689816,5.248905346392983,12.574936293076751,58.40052374319436,2
929,145.96591932268942,23.576062488755742,1.0,3.0580992256816915,28.273455789753164,2
930,6462.938997733512,2320.582668225844,122.00496153738504,2169.6663521608516,6508.497475656255,2
931,8138.136027292526,17.873636444914133,4.502049932356807,11.347356430854447,51.75539951766669,2
932,1756.1143362185644,27.415107654150027,47.79006540555856,81.09926887035348,171.8103093512952,2
933,2190.64752426767,899.7437425329383,167.5738187822856,381.29398291208463,731.6451664273565,2
934,101.35202414529977,19.041065666277525,15.282922261072596,51.4556769716405,154.09062337801285,2
935,18.948158335701287,1.903177315415376,0.4219245876728074,1.418656280139523,5.185882212688771,2
936,68.87806301116551,4.947827842422985,0.7380845524719382,3.398496544178411,31.01369715470504,2
937,2.8415903093935455,3.286839237272499,45.46777728424314,0.42277835453707485,27.586800794242382,2
938,60.97103673501684,17.64838126340709,3.864053488959436,6.918227405363156,29.70289632649832,2
939,1226.206373020072,95.96821639526569,19.69624484508208,27.143178101177472,162.19793814056493,2
940,597.1620600450285,82.05395704277707,10.176415024500798,86.61537495033622,232.2231317547271,2
941,648.9657227167756,21.58628908671024,5.5656035410457525,6.440602122653594,10.744083765272324,2
942,4200.3079359571875,5399.0,530.0,6500.0,37565.0,2
943,71.94365467417003,1158.3380719549798,276.46262318871976,751.0673445392353,1509.5712358201708,2
944,208.13467781614244,139.62672271157808,29.226026408421134,206.2876830989464,635.9783353880681,2
945,610.6720383012773,23.613469652497123,3.9301122471041428,11.102078789178886,37.11478659455294,2
946,26.45089879060324,20.056144893923367,16.78650983435436,28.056144893923367,130.22089571497133,2
947,16.937729844711356,4.805214660209223,5.044171728167378,7.0,20.036196854242526,2
948,11.396032918864162,3.1753037996659303,3.740243039732744,7.0,33.72744808280619,2
949,8.006269993722139,5.699994292853728e-08,5.699994292853728e-08,42.99156400844657,100.98027801974672,2
950,133.1395305349817,6.948836855967264,4.776747637858264,18.906974189301756,9.067447160491035,2
951,77.0692085775388,19.069208577538802,8.828153347590543,11.138417155077608,31.102638074870654,2
952,114.9451988492427,5.795306943112549,13.348422858590421,10.388812440064724,21.30189441486513,2
953,9.691123178046478,3.138236279751748,1.9674792961254486,8.53660325807255,47.71810732318408,2
954,7912.397171239949,169.03162007446537,90.8286635399391,92.03297781247059,178.98791831294352,2
955,161.8346886384209,661.2945850046813,6.812973578651707,206.8274810947255,1215.2522640293387,2
956,39.949301172311195,56.33397245229492,8.0,49.74130884648438,152.48261769296874,2
957,7021.286430961598,1881.0315364594858,678.9671280560165,1241.4162732904704,5809.567883432202,2
958,55.04581771559058,27.873793866869647,7.267684838124235,21.67684838124235,127.11093356126682,2
959,19.01053610901186,20.57049645407819,3.5719698008578264,9.524130252360193,35.141834820601886,2
960,62.43576428754373,7.924768571672497,24.089929997438777,8.238541427473761,12.694964998719389,2
961,15397.10250649984,112.23886819483539,64.47649541016784,14.804318688315043,0.0001,4
962,167.1813554466741,31.758867651343884,98.57626945240753,26.080575504367395,0.0001,4
963,1984.4471646999311,44.25277507120939,85.84043402137952,5.367939910479626,0.0001,4
964,39752.00257289043,19.1096525204152,117.40003216113037,7.2129021883506335,0.7871191018682018,4
965,100.92996386839027,90.36308661016467,78.4809115304055,12.918483740775624,7.165613708871963e-05,4
966,98.1660735841175,24.742388275364227,118.97627520226892,1.1390714647270457,3.5118623988655355,4
967,191.7309193333084,35.273894186658694,40.63133132003439,6.272289680002991,5.4538161333383175e-05,4
968,63.45592368505052,132.71840828564856,30.55343254291629,102.52417988555655,0.0001,4
969,40.07086658366508,87.96456670816747,81.1171653366534,6.318803192031847,0.055902408565837176,4
970,19.078661381078803,58.68782953407904,14.675131813631618,3.5520284109868263,0.0,4
971,31.651529568540127,167.45073723673124,252.95847690456128,45.419778565411036,0.0001,4
972,274.23672337401104,112.5983423009872,151.51208181677515,45.669429498354674,0.0001,4
